Port Name,State,Port Code,Border,Date,Measure,Value
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,8
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,18491
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Fort Kent,ME,110,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,51
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Buses,46
Detroit,MI,3801,US-Canada Border,01/01/1996 12:00:00 AM,Buses,2695
Eagle Pass,TX,2303,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,115
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,1187
Porthill,ID,3308,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,6899
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,5974
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,123
Eagle Pass,TX,2303,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,1747
Pinecreek,MN,3425,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,92
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,0
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,5851
Naco,AZ,2603,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,60128
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,36
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,22303
Columbus,NM,2406,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,13
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Trains,265
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,738
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,598
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,4925
Ogdensburg,NY,701,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,84
Ogdensburg,NY,701,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,48986
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,1105
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,1365
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Fortuna,ND,3417,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Houlton,ME,106,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,59
Eastport,ID,3302,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,129
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Westhope,ND,3419,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1789
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,3
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,11363
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,3103
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1197
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,1750
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,31
Sarles,ND,3409,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Blaine,WA,3004,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,1052
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Hansboro,ND,3415,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,2010
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Naco,AZ,2603,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,172
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1226499
Lynden,WA,3023,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1989
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Warroad,MN,3423,US-Canada Border,01/01/1996 12:00:00 AM,Buses,125
Scobey,MT,3309,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Danville,WA,3012,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,7452
Lukeville,AZ,2602,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,16
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,20
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,37
Houlton,ME,106,US-Canada Border,01/01/1996 12:00:00 AM,Buses,13
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,7545
Portal,ND,3403,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,259222
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,42
Pinecreek,MN,3425,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,43934
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Buses,6
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Whitlash,MT,3321,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,123
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,315
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Laurier,WA,3016,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,0
Sarles,ND,3409,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,266
Vanceboro,ME,105,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,590
Houlton,ME,106,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,249
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,1
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Sweetgrass,MT,3310,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,108
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,0
Lukeville,AZ,2602,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,21147
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Tornillo-Fabens,TX,2404,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,110677
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Hansboro,ND,3415,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Pinecreek,MN,3425,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Eastport,ID,3302,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,640
Massena,NY,704,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Trains,13
Danville,WA,3012,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,52
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,62
Sault Sainte Marie,MI,3803,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,105280
Fort Fairfield,ME,107,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1257
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,8
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,0
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,46847
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,3043
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,165128
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Buses,174
Champlain-Rouses Point,NY,712,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Portal,ND,3403,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Oroville,WA,3019,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,969
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Champlain-Rouses Point,NY,712,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,3287
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,716
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,419
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,283000
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Turner,MT,3306,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,39
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Nogales,AZ,2604,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,1234
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,3636
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,138053
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,100635
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Champlain-Rouses Point,NY,712,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,54993
Alcan,AK,3104,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,3992
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Buses,3
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Buses,52
Walhalla,ND,3407,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Buses,8
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Columbus,NM,2406,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Warroad,MN,3423,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,1435
Tornillo-Fabens,TX,2404,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,0
San Ysidro,CA,2504,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,0
International Falls-Ranier,MN,3604,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Blaine,WA,3004,US-Canada Border,01/01/1996 12:00:00 AM,Trains,141
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1012
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Lukeville,AZ,2602,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,57942
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,418
Scobey,MT,3309,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,907
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1386
Noonan,ND,3420,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Scobey,MT,3309,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,417
Sumas,WA,3009,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,7011
Alexandria Bay,NY,708,US-Canada Border,01/01/1996 12:00:00 AM,Buses,44
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,76
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,10499
Columbus,NM,2406,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,19
San Ysidro,CA,2504,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,2008
Fortuna,ND,3417,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,309
Metaline Falls,WA,3025,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Trains,138
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,19168
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
San Luis,AZ,2608,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,8
Lynden,WA,3023,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,173
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,487872
Northgate,ND,3406,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Highgate Springs-Alburg,VT,212,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,1414
Laurier,WA,3016,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Piegan,MT,3316,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,2286
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Massena,NY,704,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,8083
Sumas,WA,3009,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,6677
Jackman,ME,104,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,527
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Beecher Falls,VT,206,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1656
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,25
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,104
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,2951
San Luis,AZ,2608,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Columbus,NM,2406,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,73
Trout River,NY,715,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Laurier,WA,3016,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,66
Opheim,MT,3317,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,893376
Massena,NY,704,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Andrade,CA,2502,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,0
San Ysidro,CA,2504,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,4719
Dunseith,ND,3422,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1573
Sault Sainte Marie,MI,3803,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,9020
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,22
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Hannah,ND,3408,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,645
Fortuna,ND,3417,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,568
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,976
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,3278
Portland,ME,101,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,0
Fort Kent,ME,110,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Ogdensburg,NY,701,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,30862
Whitetail,MT,3312,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1576
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,3228
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,8955
Carbury,ND,3421,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Skagway,AK,3103,US-Canada Border,01/01/1996 12:00:00 AM,Buses,3
