Port Name,State,Port Code,Border,Date,Measure,Value
Alexandria Bay,NY,708,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,740
Baudette,MN,3424,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,83
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,17029
Brownsville,TX,2301,US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,4668
Buffalo-Niagara Falls,NY,901,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,9910
Calais,ME,115,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,279
Calexico East,CA,2507,US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,4080
Champlain-Rouses Point,NY,712,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,22612
Columbus,NM,2406,US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,1452
Derby Line,VT,209,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,2016
Detroit,MI,3801,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,7836
Douglas,AZ,2601,US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,107
Dunseith,ND,3422,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,76
Eagle Pass,TX,2303,US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,8525
El Paso,TX,2402,US-Mexico Border,12/01/2019 12:00:00 AM,Bus Passengers,39745
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,214
Grand Portage,MN,3613,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,563
Hansboro,ND,3415,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,50
El Paso,TX,2402,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,1242710
Laurier,WA,3016,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Sherwood,ND,3414,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Laredo,TX,2304,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,6241
Columbus,NM,2406,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,43042
Trout River,NY,715,US-Canada Border,02/01/1996 12:00:00 AM,Trains,61
Danville,WA,3012,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,245
Massena,NY,704,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,2362
Calais,ME,115,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,7635
Limestone,ME,118,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,3432
Norton,VT,211,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,1590
Turner,MT,3306,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Noyes,MN,3402,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Nighthawk,WA,3011,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Richford,VT,203,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Frontier,WA,3020,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Eastport,ID,3302,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,134
Progreso,TX,2309,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Vanceboro,ME,105,US-Canada Border,02/01/1996 12:00:00 AM,Buses,5
Del Rio,TX,2302,US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,20953
Walhalla,ND,3407,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,626
Alcan,AK,3104,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Calexico East,CA,2507,US-Mexico Border,02/01/1996 12:00:00 AM,Buses,0
Baudette,MN,3424,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,586
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Norton,VT,211,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,826
Pinecreek,MN,3425,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Fortuna,ND,3417,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Raymond,MT,3301,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,3681
Fort Fairfield,ME,107,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,1202
Opheim,MT,3317,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Trout River,NY,715,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,11814
Pembina,ND,3401,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Opheim,MT,3317,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Columbus,NM,2406,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Full,85
Laurier,WA,3016,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,8989
Scobey,MT,3309,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Warroad,MN,3423,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Pembina,ND,3401,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,10981
Bridgewater,ME,127,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Del Bonita,MT,3322,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,17
Del Bonita,MT,3322,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,19
Tornillo-Fabens,TX,2404,US-Mexico Border,02/01/1996 12:00:00 AM,Train Passengers,0
Otay Mesa,CA,2506,US-Mexico Border,02/01/1996 12:00:00 AM,Trucks,38871
Massena,NY,704,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Turner,MT,3306,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,51
Grand Portage,MN,3613,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,3351
Neche,ND,3404,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,3249
Hidalgo,TX,2305,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Dunseith,ND,3422,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Whitetail,MT,3312,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,11
Hannah,ND,3408,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Sumas,WA,3009,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Alexandria Bay,NY,708,US-Canada Border,02/01/1996 12:00:00 AM,Buses,108
Port Huron,MI,3802,US-Canada Border,02/01/1996 12:00:00 AM,Buses,104
Derby Line,VT,209,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,1119
Dunseith,ND,3422,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,1596
Eastport,ID,3302,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,3587
Whitlash,MT,3321,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Calais,ME,115,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,8382
Whitetail,MT,3312,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Limestone,ME,118,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Noyes,MN,3402,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,27
El Paso,TX,2402,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,5996
Noonan,ND,3420,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,21
Roosville,MT,3318,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,1757
Jackman,ME,104,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,2451
Porthill,ID,3308,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Rio Grande City,TX,2307,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,46248
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,88
Pembina,ND,3401,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,32943
Bridgewater,ME,127,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Van Buren,ME,108,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Roseau,MN,3426,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Danville,WA,3012,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,114
Lynden,WA,3023,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,317
Alcan,AK,3104,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Opheim,MT,3317,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Sasabe,AZ,2606,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Full,53
Beecher Falls,VT,206,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Skagway,AK,3103,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,499
Douglas,AZ,2601,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Sumas,WA,3009,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,3614
Jackman,ME,104,US-Canada Border,02/01/1996 12:00:00 AM,Buses,42
Alexandria Bay,NY,708,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Danville,WA,3012,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,7887
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/1996 12:00:00 AM,Trains,268
Fort Fairfield,ME,107,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,131
Raymond,MT,3301,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,169
Progreso,TX,2309,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Sault Sainte Marie,MI,3803,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Jackman,ME,104,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,9024
Detroit,MI,3801,US-Canada Border,02/01/1996 12:00:00 AM,Trains,339
Sherwood,ND,3414,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,2978
Eagle Pass,TX,2303,US-Mexico Border,02/01/1996 12:00:00 AM,Trains,120
Nogales,AZ,2604,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,412
Highgate Springs-Alburg,VT,212,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Naco,AZ,2603,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,55068
Sarles,ND,3409,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,52
Vanceboro,ME,105,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,497
Van Buren,ME,108,US-Canada Border,02/01/1996 12:00:00 AM,Buses,9
Richford,VT,203,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Skagway,AK,3103,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Limestone,ME,118,US-Canada Border,02/01/1996 12:00:00 AM,Buses,1
Tecate,CA,2505,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Turner,MT,3306,US-Canada Border,02/01/1996 12:00:00 AM,Buses,12
Highgate Springs-Alburg,VT,212,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Van Buren,ME,108,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,30065
Hansboro,ND,3415,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Sasabe,AZ,2606,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Whitetail,MT,3312,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,723
Calexico East,CA,2507,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Oroville,WA,3019,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Calais,ME,115,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,1507
Hannah,ND,3408,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,515
Roma,TX,2310,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,325276
Dunseith,ND,3422,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,708
Sarles,ND,3409,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Calexico,CA,2503,US-Mexico Border,02/01/1996 12:00:00 AM,Buses,92
Maida,ND,3416,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Grand Portage,MN,3613,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Fortuna,ND,3417,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,2445
Warroad,MN,3423,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,397
Rio Grande City,TX,2307,US-Mexico Border,02/01/1996 12:00:00 AM,Buses,0
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Trout River,NY,715,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,183
Bridgewater,ME,127,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Beecher Falls,VT,206,US-Canada Border,02/01/1996 12:00:00 AM,Buses,2
Brownsville,TX,2301,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,470060
El Paso,TX,2402,US-Mexico Border,02/01/1996 12:00:00 AM,Trains,52
Santa Teresa,NM,2408,US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,6
Ogdensburg,NY,701,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,21200
Tecate,CA,2505,US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,20616
Otay Mesa,CA,2506,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,1
Santa Teresa,NM,2408,US-Mexico Border,02/01/1996 12:00:00 AM,Trucks,952
Westhope,ND,3419,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Douglas,AZ,2601,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Maida,ND,3416,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Ogdensburg,NY,701,US-Canada Border,02/01/1996 12:00:00 AM,Buses,44
Ambrose,ND,3410,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Alcan,AK,3104,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Morgan,MT,3319,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,110
Bridgewater,ME,127,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,10271
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Buses,4
Detroit,MI,3801,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,1017
Walhalla,ND,3407,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Lukeville,AZ,2602,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,23937
Trout River,NY,715,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,74
Roma,TX,2310,US-Mexico Border,02/01/1996 12:00:00 AM,Train Passengers,0
Laredo,TX,2304,US-Mexico Border,02/01/1996 12:00:00 AM,Buses,1519
Raymond,MT,3301,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,1527
Columbus,NM,2406,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Empty,61
International Falls-Ranier,MN,3604,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,3640
Madawaska,ME,109,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,143317
Frontier,WA,3020,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Fort Kent,ME,110,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,51118
Morgan,MT,3319,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Noyes,MN,3402,US-Canada Border,02/01/1996 12:00:00 AM,Trains,115
Grand Portage,MN,3613,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,24232
Jackman,ME,104,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,966
Oroville,WA,3019,US-Canada Border,02/01/1996 12:00:00 AM,Buses,50
Houlton,ME,106,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,688
Eagle Pass,TX,2303,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,359
Hansboro,ND,3415,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,1463
Blaine,WA,3004,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,20249
Scobey,MT,3309,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Piegan,MT,3316,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,15
Westhope,ND,3419,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,1394
Frontier,WA,3020,US-Canada Border,02/01/1996 12:00:00 AM,Buses,74
Grand Portage,MN,3613,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,2721
Point Roberts,WA,3017,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Fortuna,ND,3417,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Alcan,AK,3104,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,385
Port Huron,MI,3802,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,1308
Norton,VT,211,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,8909
Neche,ND,3404,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
San Ysidro,CA,2504,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Westhope,ND,3419,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Progreso,TX,2309,US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,154695
Roseau,MN,3426,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,3653
Boundary,WA,3015,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Otay Mesa,CA,2506,US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,38844
Noyes,MN,3402,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,5590
Boundary,WA,3015,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Alexandria Bay,NY,708,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,90387
Roosville,MT,3318,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Lynden,WA,3023,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,1088
Limestone,ME,118,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Boundary,WA,3015,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,0
Roseau,MN,3426,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,481
Highgate Springs-Alburg,VT,212,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,21534
Massena,NY,704,US-Canada Border,02/01/1996 12:00:00 AM,Buses,310
San Luis,AZ,2608,US-Mexico Border,02/01/1996 12:00:00 AM,Pedestrians,262070
Sumas,WA,3009,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,212032
Lukeville,AZ,2602,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
San Luis,AZ,2608,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Empty,988
Eagle Pass,TX,2303,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Full,2685
Scobey,MT,3309,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,3
Richford,VT,203,US-Canada Border,02/01/1996 12:00:00 AM,Trains,11
Dalton Cache,AK,3106,US-Canada Border,02/01/1996 12:00:00 AM,Buses,75
Richford,VT,203,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,44
Pinecreek,MN,3425,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Limestone,ME,118,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Scobey,MT,3309,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,447
Noyes,MN,3402,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,2110
Calexico East,CA,2507,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Morgan,MT,3319,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Boundary,WA,3015,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Dalton Cache,AK,3106,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Alcan,AK,3104,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Ferry,WA,3013,US-Canada Border,02/01/1996 12:00:00 AM,Buses,6
Eastport,ID,3302,US-Canada Border,02/01/1996 12:00:00 AM,Buses,20
Progreso,TX,2309,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,88521
Columbus,NM,2406,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Pinecreek,MN,3425,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Roosville,MT,3318,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,85
Raymond,MT,3301,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,1
Walhalla,ND,3407,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Northgate,ND,3406,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Del Rio,TX,2302,US-Mexico Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Sherwood,ND,3414,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,148
Antler,ND,3413,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,36
Ferry,WA,3013,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Calexico,CA,2503,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,528890
Warroad,MN,3423,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Alexandria Bay,NY,708,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,3413
Van Buren,ME,108,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Porthill,ID,3308,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,15604
Fort Fairfield,ME,107,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,373
Point Roberts,WA,3017,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
St. John,ND,3405,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,0
Jackman,ME,104,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,51
Noonan,ND,3420,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,7132
Nighthawk,WA,3011,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Pinecreek,MN,3425,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,0
Porthill,ID,3308,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,8669
Sherwood,ND,3414,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,7
Noyes,MN,3402,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,345
Hansboro,ND,3415,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,695
Hansboro,ND,3415,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Full,0
Pembina,ND,3401,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,1550
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Otay Mesa,CA,2506,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,10536
Blaine,WA,3004,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,297396
Ambrose,ND,3410,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,34
Trout River,NY,715,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,0
Madawaska,ME,109,US-Canada Border,02/01/1996 12:00:00 AM,Pedestrians,711
Del Rio,TX,2302,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,560
Del Bonita,MT,3322,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Portland,ME,101,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,0
Antler,ND,3413,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Opheim,MT,3317,US-Canada Border,02/01/1996 12:00:00 AM,Buses,0
Brownsville,TX,2301,US-Mexico Border,02/01/1996 12:00:00 AM,Buses,417
Metaline Falls,WA,3025,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Lynden,WA,3023,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,2071
Massena,NY,704,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,197571
Massena,NY,704,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Rio Grande City,TX,2307,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,152928
Sweetgrass,MT,3310,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Full,1461
Ogdensburg,NY,701,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,35
Calais,ME,115,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,314
Otay Mesa,CA,2506,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Empty,19705
Frontier,WA,3020,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,4338
Danville,WA,3012,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Boundary,WA,3015,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicles,4819
Blaine,WA,3004,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,2097
Blaine,WA,3004,US-Canada Border,02/01/1996 12:00:00 AM,Rail Containers Empty,858
Del Bonita,MT,3322,US-Canada Border,02/01/1996 12:00:00 AM,Train Passengers,0
Del Bonita,MT,3322,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Madawaska,ME,109,US-Canada Border,02/01/1996 12:00:00 AM,Trucks,1442
Sherwood,ND,3414,US-Canada Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Sweetgrass,MT,3310,US-Canada Border,02/01/1996 12:00:00 AM,Buses,80
Lukeville,AZ,2602,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,1677
Carbury,ND,3421,US-Canada Border,02/01/1996 12:00:00 AM,Personal Vehicle Passengers,2548
Santa Teresa,NM,2408,US-Mexico Border,02/01/1996 12:00:00 AM,Truck Containers Full,305
Presidio,TX,2403,US-Mexico Border,02/01/1996 12:00:00 AM,Personal Vehicles,43509
Norton,VT,211,US-Canada Border,02/01/1996 12:00:00 AM,Trains,50
Sasabe,AZ,2606,US-Mexico Border,02/01/1996 12:00:00 AM,Bus Passengers,0
Roosville,MT,3318,US-Canada Border,02/01/1996 12:00:00 AM,Trains,0
Roseau,MN,3426,US-Canada Border,02/01/1996 12:00:00 AM,Truck Containers Empty,24
